violation_id,legal_doc,article,clause,point,vehicle_type,actor,behavior_canonical,behavior_raw,condition_text,fine_min,fine_max,fine_text,additional_penalty,penalty_duration,point_deduction,remedial_measure,effective_status,source_text,note
ND100_74_3_i_1324,Nghị định 100/2019/NĐ-CP,74,3,i,không xác định,,hành vi vi phạm quy định tại Điều 26 của Nghị định số 100/2019/NĐ-CP,hành vi vi phạm quy định tại Điều 26 của Nghị định số 100/2019/NĐ-CP,,,,,,,,,old_base,"[Văn bản: Nghị định số 100/2019/NĐ-CP - Điều 74 - Khoản 3 - Điểm i]
Điều 74. Phân định thẩm quyền xử phạt hành chính trong lĩnh vực giao thông đường bộ, đường sắt
3. Cảnh sát trật tự, Cảnh sát phản ứng nhanh, Cảnh sát cơ động, Cảnh sát quản lý hành chính về trật tự xã hội trong phạm vi chức năng, nhiệm vụ được giao có liên quan đến trật tự an toàn giao thông đường bộ, đường sắt có thẩm quyền xử phạt đối với các hành vi vi phạm quy định tại các điểm, khoản, điều của Nghị định này như sau:
i) Điều 26, Điều 29;",
ND100_74_3_i_1325,Nghị định 100/2019/NĐ-CP,74,3,i,không xác định,,hành vi vi phạm quy định tại Điều 29 của Nghị định số 100/2019/NĐ-CP,hành vi vi phạm quy định tại Điều 29 của Nghị định số 100/2019/NĐ-CP,,,,,,,,,old_base,"[Văn bản: Nghị định số 100/2019/NĐ-CP - Điều 74 - Khoản 3 - Điểm i]
Điều 74. Phân định thẩm quyền xử phạt hành chính trong lĩnh vực giao thông đường bộ, đường sắt
3. Cảnh sát trật tự, Cảnh sát phản ứng nhanh, Cảnh sát cơ động, Cảnh sát quản lý hành chính về trật tự xã hội trong phạm vi chức năng, nhiệm vụ được giao có liên quan đến trật tự an toàn giao thông đường bộ, đường sắt có thẩm quyền xử phạt đối với các hành vi vi phạm quy định tại các điểm, khoản, điều của Nghị định này như sau:
i) Điều 26, Điều 29;",
ND100_74_3_g_1326,Nghị định 100/2019/NĐ-CP,74,3,g,không xác định,,các hành vi vi phạm quy định tại Điều 18 của Nghị định số 100/2019/NĐ-CP,các hành vi vi phạm quy định tại Điều 18 của Nghị định số 100/2019/NĐ-CP,,,,,,,,,old_base,"[Văn bản: Nghị định số 100/2019/NĐ-CP - Điều 74 - Khoản 3 - Điểm g]
Điều 74. Phân định thẩm quyền xử phạt hành chính trong lĩnh vực giao thông đường bộ, đường sắt
3. Cảnh sát trật tự, Cảnh sát phản ứng nhanh, Cảnh sát cơ động, Cảnh sát quản lý hành chính về trật tự xã hội trong phạm vi chức năng, nhiệm vụ được giao có liên quan đến trật tự an toàn giao thông đường bộ, đường sắt có thẩm quyền xử phạt đối với các hành vi vi phạm quy định tại các điểm, khoản, điều của Nghị định này như sau:
g) Điều 18, Điều 20;",
ND100_74_3_g_1327,Nghị định 100/2019/NĐ-CP,74,3,g,không xác định,,các hành vi vi phạm quy định tại Điều 20 của Nghị định số 100/2019/NĐ-CP,các hành vi vi phạm quy định tại Điều 20 của Nghị định số 100/2019/NĐ-CP,,,,,,,,,old_base,"[Văn bản: Nghị định số 100/2019/NĐ-CP - Điều 74 - Khoản 3 - Điểm g]
Điều 74. Phân định thẩm quyền xử phạt hành chính trong lĩnh vực giao thông đường bộ, đường sắt
3. Cảnh sát trật tự, Cảnh sát phản ứng nhanh, Cảnh sát cơ động, Cảnh sát quản lý hành chính về trật tự xã hội trong phạm vi chức năng, nhiệm vụ được giao có liên quan đến trật tự an toàn giao thông đường bộ, đường sắt có thẩm quyền xử phạt đối với các hành vi vi phạm quy định tại các điểm, khoản, điều của Nghị định này như sau:
g) Điều 18, Điều 20;",
ND100_74_3_k_1328,Nghị định 100/2019/NĐ-CP,74,3,k,không xác định,,"các hành vi vi phạm quy định tại các điểm, khoản, điều của Nghị định số 100/2019/NĐ-CP như sau: k) Khoản 4, khoản 5 Điều 31; Điều 32, Điều 34; (Cụ thể: hành vi hành hung hành khách)","các hành vi vi phạm quy định tại các điểm, khoản, điều của Nghị định số 100/2019/NĐ-CP như sau: k) Khoản 4, khoản 5 Điều 31; Điều 32, Điều 34; (Cụ thể: hành vi hành hung hành khách)",,,,,,,,,old_base,"[Văn bản: Nghị định số 100/2019/NĐ-CP - Điều 74 - Khoản 3 - Điểm k]
Điều 74. Phân định thẩm quyền xử phạt hành chính trong lĩnh vực giao thông đường bộ, đường sắt
3. Cảnh sát trật tự, Cảnh sát phản ứng nhanh, Cảnh sát cơ động, Cảnh sát quản lý hành chính về trật tự xã hội trong phạm vi chức năng, nhiệm vụ được giao có liên quan đến trật tự an toàn giao thông đường bộ, đường sắt có thẩm quyền xử phạt đối với các hành vi vi phạm quy định tại các điểm, khoản, điều của Nghị định này như sau:
k) Khoản 4, khoản 5 Điều 31; Điều 32, Điều 34;",
ND100_74_3_l_1329,Nghị định 100/2019/NĐ-CP,74,3,l,không xác định,,"các hành vi vi phạm quy định tại các điểm, khoản, điều của Nghị định số 100/2019/NĐ-CP như sau: l) Điều 47, Điều 49, Điều 51 (trừ điểm d khoản 4 Điều 51), Điều 52, Điều 53 (trừ khoản 4 Điều 53), Điều 72, Điều 73. (Cụ thể: Kéo đường dây thông tin, đường dây tải điện, xây dựng cầu, cầu vượt, hầm, hầm chui, cống, cột điện, cột viễn thông, hệ thống dẫn, chuyển nước, đường ống cấp nước, thoát nước, viễn thông (bao gồm cả công trình phục vụ quốc phòng, an ninh) trái phép qua đường sắt hoặc trong phạm vi đất dành cho đường sắt.; Dựng biển quảng cáo hoặc các biển chỉ dẫn khác trái phép trong phạm vi đất dành cho đường sắt.)","các hành vi vi phạm quy định tại các điểm, khoản, điều của Nghị định số 100/2019/NĐ-CP như sau: l) Điều 47, Điều 49, Điều 51 (trừ điểm d khoản 4 Điều 51), Điều 52, Điều 53 (trừ khoản 4 Điều 53), Điều 72, Điều 73. (Cụ thể: Kéo đường dây thông tin, đường dây tải điện, xây dựng cầu, cầu vượt, hầm, hầm chui, cống, cột điện, cột viễn thông, hệ thống dẫn, chuyển nước, đường ống cấp nước, thoát nước, viễn thông (bao gồm cả công trình phục vụ quốc phòng, an ninh) trái phép qua đường sắt hoặc trong phạm vi đất dành cho đường sắt.; Dựng biển quảng cáo hoặc các biển chỉ dẫn khác trái phép trong phạm vi đất dành cho đường sắt.)",,,,,,,,,old_base,"[Văn bản: Nghị định số 100/2019/NĐ-CP - Điều 74 - Khoản 3 - Điểm l]
Điều 74. Phân định thẩm quyền xử phạt hành chính trong lĩnh vực giao thông đường bộ, đường sắt
3. Cảnh sát trật tự, Cảnh sát phản ứng nhanh, Cảnh sát cơ động, Cảnh sát quản lý hành chính về trật tự xã hội trong phạm vi chức năng, nhiệm vụ được giao có liên quan đến trật tự an toàn giao thông đường bộ, đường sắt có thẩm quyền xử phạt đối với các hành vi vi phạm quy định tại các điểm, khoản, điều của Nghị định này như sau:
l) Điều 47, Điều 49, Điều 51 (trừ điểm d khoản 4 Điều 51), Điều 52, Điều 53 (trừ khoản 4 Điều 53), Điều 72,",
ND100_74_4_a_1330,Nghị định 100/2019/NĐ-CP,74,4,a,không xác định,,"Hành vi vi phạm quy định tại Điểm đ, điểm g khoản 1 Điều 5 của Nghị định số 100/2019/NĐ-CP (Cụ thể: Bấm còi trong đô thị và khu đông dân cư trong thời gian từ 22 giờ ngày hôm trước đến 05 giờ ngày hôm sau, trừ các xe ưu tiên đang đi làm nhiệm vụ theo quy định.)","Hành vi vi phạm quy định tại Điểm đ, điểm g khoản 1 Điều 5 của Nghị định số 100/2019/NĐ-CP (Cụ thể: Bấm còi trong đô thị và khu đông dân cư trong thời gian từ 22 giờ ngày hôm trước đến 05 giờ ngày hôm sau, trừ các xe ưu tiên đang đi làm nhiệm vụ theo quy định.)",trừ trường hợp gây tai nạn giao thông,,,,,,,,old_base,"[Văn bản: Nghị định số 100/2019/NĐ-CP - Điều 74 - Khoản 4 - Điểm a]
Điều 74. Phân định thẩm quyền xử phạt hành chính trong lĩnh vực giao thông đường bộ, đường sắt
4. Trưởng Công an cấp xã trong phạm vi chức năng, nhiệm vụ được giao có liên quan đến trật tự an toàn giao thông đường bộ, đường sắt có thẩm quyền xử phạt đối với các hành vi vi phạm quy định tại các điểm, khoản, điều của Nghị định này như sau:
a) Điểm đ, điểm g khoản 1; điểm g, điểm h khoản 2; điểm b, điểm d, điểm đ, điểm e, điểm k, điểm r, điểm s khoản 3 Điều 5, trừ trường hợp gây tai nạn giao thông;",
ND100_74_4_a_1331,Nghị định 100/2019/NĐ-CP,74,4,a,không xác định,,"Hành vi vi phạm quy định tại điểm g, điểm h khoản 2 Điều 5 của Nghị định số 100/2019/NĐ-CP (Cụ thể: Dừng xe, đỗ xe trên phần đường xe chạy ở đoạn đường ngoài đô thị nơi có lề đường rộng; dừng xe, đỗ xe không sát mép đường phía bên phải theo chiều đi ở nơi đường có lề đường hẹp hoặc không có lề đường; dừng xe, đỗ xe ngược với chiều lưu thông của làn đường; dừng xe, đỗ xe trên dải phân cách cố định ở giữa hai phần đường xe chạy; đỗ xe trên dốc không chèn bánh; mở cửa xe, để cửa xe mở không bảo đảm an toàn;)","Hành vi vi phạm quy định tại điểm g, điểm h khoản 2 Điều 5 của Nghị định số 100/2019/NĐ-CP (Cụ thể: Dừng xe, đỗ xe trên phần đường xe chạy ở đoạn đường ngoài đô thị nơi có lề đường rộng; dừng xe, đỗ xe không sát mép đường phía bên phải theo chiều đi ở nơi đường có lề đường hẹp hoặc không có lề đường; dừng xe, đỗ xe ngược với chiều lưu thông của làn đường; dừng xe, đỗ xe trên dải phân cách cố định ở giữa hai phần đường xe chạy; đỗ xe trên dốc không chèn bánh; mở cửa xe, để cửa xe mở không bảo đảm an toàn;)",trừ trường hợp gây tai nạn giao thông,,,,,,,,old_base,"[Văn bản: Nghị định số 100/2019/NĐ-CP - Điều 74 - Khoản 4 - Điểm a]
Điều 74. Phân định thẩm quyền xử phạt hành chính trong lĩnh vực giao thông đường bộ, đường sắt
4. Trưởng Công an cấp xã trong phạm vi chức năng, nhiệm vụ được giao có liên quan đến trật tự an toàn giao thông đường bộ, đường sắt có thẩm quyền xử phạt đối với các hành vi vi phạm quy định tại các điểm, khoản, điều của Nghị định này như sau:
a) Điểm đ, điểm g khoản 1; điểm g, điểm h khoản 2; điểm b, điểm d, điểm đ, điểm e, điểm k, điểm r, điểm s khoản 3 Điều 5, trừ trường hợp gây tai nạn giao thông;",
ND100_74_4_a_1332,Nghị định 100/2019/NĐ-CP,74,4,a,không xác định,,"Hành vi vi phạm quy định tại điểm b, điểm d, điểm đ, điểm e, điểm k, điểm r, điểm s khoản 3 Điều 5 của Nghị định số 100/2019/NĐ-CP (Cụ thể: Bấm còi, rú ga liên tục; bấm còi hơi, sử dụng đèn chiếu xa trong đô thị, khu đông dân cư, trừ các xe ưu tiên đang đi làm nhiệm vụ theo quy định; Dừng xe, đỗ xe tại vị trí: nơi đường bộ giao nhau hoặc trong phạm vi 05 m tính từ mép đường giao nhau; điểm dừng đón, trả khách của xe buýt; trước cổng hoặc trong phạm vi 05 m hai bên cổng trụ sở cơ quan, tổ chức có bố trí đường cho xe ô tô ra vào; nơi phần đường có bề rộng chỉ đủ cho một làn xe; che khuất biển báo hiệu đường bộ; nơi mở dải phân cách giữa;; Quay đầu xe tại nơi đường bộ giao nhau cùng mức với đường sắt; quay đầu xe tại nơi đường hẹp, đường dốc, đoạn đường cong tầm nhìn bị che khuất, nơi có biển báo “Cấm quay đầu xe”; Chạy trong hầm đường bộ không sử dụng đèn chiếu sáng gần; Điều khiển xe chạy dưới tốc độ tối thiểu trên những đoạn đường bộ có quy định tốc độ tối thiểu cho phép.)","Hành vi vi phạm quy định tại điểm b, điểm d, điểm đ, điểm e, điểm k, điểm r, điểm s khoản 3 Điều 5 của Nghị định số 100/2019/NĐ-CP (Cụ thể: Bấm còi, rú ga liên tục; bấm còi hơi, sử dụng đèn chiếu xa trong đô thị, khu đông dân cư, trừ các xe ưu tiên đang đi làm nhiệm vụ theo quy định; Dừng xe, đỗ xe tại vị trí: nơi đường bộ giao nhau hoặc trong phạm vi 05 m tính từ mép đường giao nhau; điểm dừng đón, trả khách của xe buýt; trước cổng hoặc trong phạm vi 05 m hai bên cổng trụ sở cơ quan, tổ chức có bố trí đường cho xe ô tô ra vào; nơi phần đường có bề rộng chỉ đủ cho một làn xe; che khuất biển báo hiệu đường bộ; nơi mở dải phân cách giữa;; Quay đầu xe tại nơi đường bộ giao nhau cùng mức với đường sắt; quay đầu xe tại nơi đường hẹp, đường dốc, đoạn đường cong tầm nhìn bị che khuất, nơi có biển báo “Cấm quay đầu xe”; Chạy trong hầm đường bộ không sử dụng đèn chiếu sáng gần; Điều khiển xe chạy dưới tốc độ tối thiểu trên những đoạn đường bộ có quy định tốc độ tối thiểu cho phép.)",trừ trường hợp gây tai nạn giao thông,,,,,,,,old_base,"[Văn bản: Nghị định số 100/2019/NĐ-CP - Điều 74 - Khoản 4 - Điểm a]
Điều 74. Phân định thẩm quyền xử phạt hành chính trong lĩnh vực giao thông đường bộ, đường sắt
4. Trưởng Công an cấp xã trong phạm vi chức năng, nhiệm vụ được giao có liên quan đến trật tự an toàn giao thông đường bộ, đường sắt có thẩm quyền xử phạt đối với các hành vi vi phạm quy định tại các điểm, khoản, điều của Nghị định này như sau:
a) Điểm đ, điểm g khoản 1; điểm g, điểm h khoản 2; điểm b, điểm d, điểm đ, điểm e, điểm k, điểm r, điểm s khoản 3 Điều 5, trừ trường hợp gây tai nạn giao thông;",
ND100_74_4_d_1333,Nghị định 100/2019/NĐ-CP,74,4,d,không xác định,,"các hành vi vi phạm quy định tại các điểm c, điểm đ, điểm e, điểm g, điểm h, điểm k, điểm l, điểm m, điểm n, điểm o, điểm p, điểm q khoản 1 Điều 8 của Nghị định số 100/2019/NĐ-CP (Cụ thể: Dừng xe, đỗ xe trên phần đường xe chạy ở đoạn đường ngoài đô thị nơi có lề đường; Chạy trong hầm đường bộ không có đèn hoặc vật phát sáng báo hiệu; dừng xe, đỗ xe trong hầm đường bộ không đúng nơi quy định; quay đầu xe trong hầm đường bộ; Điều khiển xe đạp, xe đạp máy đi dàn hàng ngang từ 03 xe trở lên, xe thô sơ khác đi dàn hàng ngang từ 02 xe trở lên; Người điều khiển xe đạp, xe đạp máy sử dụng ô (dù), điện thoại di động; chở người ngồi trên xe đạp, xe đạp máy sử dụng ô (dù); Để xe ở lòng đường đô thị, hè phố trái quy định của pháp luật; đỗ xe ở lòng đường đô thị gây cản trở giao thông, đỗ xe trên đường xe điện, đỗ xe trên cầu gây cản trở giao thông; Dùng xe đẩy làm quầy hàng lưu động trên đường, gây cản trở giao thông; Không nhường đường cho xe đi trên đường ưu tiên, đường chính từ bất kỳ hướng nào tới tại nơi đường giao nhau;; Xe đạp, xe đạp máy, xe xích lô chở quá số người quy định, trừ trường hợp chở người bệnh đi cấp cứu; Xếp hàng hóa vượt quá giới hạn quy định, không bảo đảm an toàn, gây trở ngại giao thông, che khuất tầm nhìn của người điều khiển;; Điều khiển xe trên đường mà trong máu hoặc hơi thở có nồng độ cồn nhưng chưa vượt quá 50 miligam/100 mililít máu hoặc chưa vượt quá 0,25 miligam/1 lít khí thở.)","các hành vi vi phạm quy định tại các điểm c, điểm đ, điểm e, điểm g, điểm h, điểm k, điểm l, điểm m, điểm n, điểm o, điểm p, điểm q khoản 1 Điều 8 của Nghị định số 100/2019/NĐ-CP (Cụ thể: Dừng xe, đỗ xe trên phần đường xe chạy ở đoạn đường ngoài đô thị nơi có lề đường; Chạy trong hầm đường bộ không có đèn hoặc vật phát sáng báo hiệu; dừng xe, đỗ xe trong hầm đường bộ không đúng nơi quy định; quay đầu xe trong hầm đường bộ; Điều khiển xe đạp, xe đạp máy đi dàn hàng ngang từ 03 xe trở lên, xe thô sơ khác đi dàn hàng ngang từ 02 xe trở lên; Người điều khiển xe đạp, xe đạp máy sử dụng ô (dù), điện thoại di động; chở người ngồi trên xe đạp, xe đạp máy sử dụng ô (dù); Để xe ở lòng đường đô thị, hè phố trái quy định của pháp luật; đỗ xe ở lòng đường đô thị gây cản trở giao thông, đỗ xe trên đường xe điện, đỗ xe trên cầu gây cản trở giao thông; Dùng xe đẩy làm quầy hàng lưu động trên đường, gây cản trở giao thông; Không nhường đường cho xe đi trên đường ưu tiên, đường chính từ bất kỳ hướng nào tới tại nơi đường giao nhau;; Xe đạp, xe đạp máy, xe xích lô chở quá số người quy định, trừ trường hợp chở người bệnh đi cấp cứu; Xếp hàng hóa vượt quá giới hạn quy định, không bảo đảm an toàn, gây trở ngại giao thông, che khuất tầm nhìn của người điều khiển;; Điều khiển xe trên đường mà trong máu hoặc hơi thở có nồng độ cồn nhưng chưa vượt quá 50 miligam/100 mililít máu hoặc chưa vượt quá 0,25 miligam/1 lít khí thở.)",,,,,,,,,old_base,"[Văn bản: Nghị định số 100/2019/NĐ-CP - Điều 74 - Khoản 4 - Điểm d]
Điều 74. Phân định thẩm quyền xử phạt hành chính trong lĩnh vực giao thông đường bộ, đường sắt
4. Trưởng Công an cấp xã trong phạm vi chức năng, nhiệm vụ được giao có liên quan đến trật tự an toàn giao thông đường bộ, đường sắt có thẩm quyền xử phạt đối với các hành vi vi phạm quy định tại các điểm, khoản, điều của Nghị định này như sau:
d) Điểm c, điểm đ, điểm e, điểm g, điểm h, điểm k, điểm l, điểm m, điểm n, điểm o, điểm p, điểm q khoản 1; khoản 2; khoản 3; khoản 4 Điều 8;",
ND100_74_4_d_1334,Nghị định 100/2019/NĐ-CP,74,4,d,không xác định,,"các hành vi vi phạm quy định tại khoản 2 Điều 8 của Nghị định số 100/2019/NĐ-CP (Cụ thể: Người đang điều khiển xe hoặc chở người ngồi trên xe bám, kéo, đẩy xe khác, vật khác, mang vác vật cồng kềnh; điều khiển xe kéo theo xe khác, vật khác; Không chấp hành hiệu lệnh, chỉ dẫn của người điều khiển giao thông hoặc người kiểm soát giao thông; Điều khiển xe đạp, xe đạp máy buông cả hai tay; chuyển hướng đột ngột trước đầu xe cơ giới đang chạy; dùng chân điều khiển xe đạp, xe đạp máy; Không nhường đường cho xe xin vượt khi có đủ điều kiện an toàn hoặc gây cản trở đối với xe cơ giới xin vượt, gây cản trở xe ưu tiên; Không chấp hành hiệu lệnh của đèn tín hiệu giao thông.)","các hành vi vi phạm quy định tại khoản 2 Điều 8 của Nghị định số 100/2019/NĐ-CP (Cụ thể: Người đang điều khiển xe hoặc chở người ngồi trên xe bám, kéo, đẩy xe khác, vật khác, mang vác vật cồng kềnh; điều khiển xe kéo theo xe khác, vật khác; Không chấp hành hiệu lệnh, chỉ dẫn của người điều khiển giao thông hoặc người kiểm soát giao thông; Điều khiển xe đạp, xe đạp máy buông cả hai tay; chuyển hướng đột ngột trước đầu xe cơ giới đang chạy; dùng chân điều khiển xe đạp, xe đạp máy; Không nhường đường cho xe xin vượt khi có đủ điều kiện an toàn hoặc gây cản trở đối với xe cơ giới xin vượt, gây cản trở xe ưu tiên; Không chấp hành hiệu lệnh của đèn tín hiệu giao thông.)",,,,,,,,,old_base,"[Văn bản: Nghị định số 100/2019/NĐ-CP - Điều 74 - Khoản 4 - Điểm d]
Điều 74. Phân định thẩm quyền xử phạt hành chính trong lĩnh vực giao thông đường bộ, đường sắt
4. Trưởng Công an cấp xã trong phạm vi chức năng, nhiệm vụ được giao có liên quan đến trật tự an toàn giao thông đường bộ, đường sắt có thẩm quyền xử phạt đối với các hành vi vi phạm quy định tại các điểm, khoản, điều của Nghị định này như sau:
d) Điểm c, điểm đ, điểm e, điểm g, điểm h, điểm k, điểm l, điểm m, điểm n, điểm o, điểm p, điểm q khoản 1; khoản 2; khoản 3; khoản 4 Điều 8;",
ND100_74_4_d_1335,Nghị định 100/2019/NĐ-CP,74,4,d,không xác định,,"các hành vi vi phạm quy định tại khoản 3 Điều 8 của Nghị định số 100/2019/NĐ-CP (Cụ thể: Điều khiển xe lạng lách, đánh võng; đuổi nhau trên đường; Đi vào khu vực cấm; đường có biển báo hiệu nội dung cấm đi vào đối với loại phương tiện đang điều khiển; đi ngược chiều đường của đường một chiều, đường có biển “Cấm đi ngược chiều”; không đội “mũ bảo hiểm cho người đi mô tô, xe máy” hoặc đội “mũ bảo hiểm cho người đi mô tô, xe máy” không cài quai đúng quy cách khi tham gia giao thông trên đường bộ; Đi xe bằng một bánh đối với xe đạp, xe đạp máy; đi xe bằng hai bánh đối với xe xích lô; Chở người ngồi trên xe đạp máy (kể cả xe đạp điện) không đội “mũ bảo hiểm cho người đi mô tô, xe máy” hoặc đội “mũ bảo hiểm cho người đi mô tô, xe máy” không cài quai đúng quy cách; Điều khiển xe trên đường mà trong máu hoặc hơi thở có nồng độ cồn vượt quá 50 miligam đến 80 miligam/100 mililít máu hoặc vượt quá 0,25 miligam đến 0,4 miligam/1 lít khí thở.)","các hành vi vi phạm quy định tại khoản 3 Điều 8 của Nghị định số 100/2019/NĐ-CP (Cụ thể: Điều khiển xe lạng lách, đánh võng; đuổi nhau trên đường; Đi vào khu vực cấm; đường có biển báo hiệu nội dung cấm đi vào đối với loại phương tiện đang điều khiển; đi ngược chiều đường của đường một chiều, đường có biển “Cấm đi ngược chiều”; không đội “mũ bảo hiểm cho người đi mô tô, xe máy” hoặc đội “mũ bảo hiểm cho người đi mô tô, xe máy” không cài quai đúng quy cách khi tham gia giao thông trên đường bộ; Đi xe bằng một bánh đối với xe đạp, xe đạp máy; đi xe bằng hai bánh đối với xe xích lô; Chở người ngồi trên xe đạp máy (kể cả xe đạp điện) không đội “mũ bảo hiểm cho người đi mô tô, xe máy” hoặc đội “mũ bảo hiểm cho người đi mô tô, xe máy” không cài quai đúng quy cách; Điều khiển xe trên đường mà trong máu hoặc hơi thở có nồng độ cồn vượt quá 50 miligam đến 80 miligam/100 mililít máu hoặc vượt quá 0,25 miligam đến 0,4 miligam/1 lít khí thở.)",,,,,,,,,old_base,"[Văn bản: Nghị định số 100/2019/NĐ-CP - Điều 74 - Khoản 4 - Điểm d]
Điều 74. Phân định thẩm quyền xử phạt hành chính trong lĩnh vực giao thông đường bộ, đường sắt
4. Trưởng Công an cấp xã trong phạm vi chức năng, nhiệm vụ được giao có liên quan đến trật tự an toàn giao thông đường bộ, đường sắt có thẩm quyền xử phạt đối với các hành vi vi phạm quy định tại các điểm, khoản, điều của Nghị định này như sau:
d) Điểm c, điểm đ, điểm e, điểm g, điểm h, điểm k, điểm l, điểm m, điểm n, điểm o, điểm p, điểm q khoản 1; khoản 2; khoản 3; khoản 4 Điều 8;",
ND100_74_4_d_1336,Nghị định 100/2019/NĐ-CP,74,4,d,không xác định,,"các hành vi vi phạm quy định tại khoản 4 Điều 8 của Nghị định số 100/2019/NĐ-CP (Cụ thể: Điều khiển xe trên đường mà trong máu hoặc hơi thở có nồng độ cồn vượt quá 80 miligam/100 mililít máu hoặc vượt quá 0,4 miligam/1 lít khí thở; Gây tai nạn giao thông không dừng lại, không giữ nguyên hiện trường, bỏ trốn không đến trình báo với cơ quan có thẩm quyền, không tham gia cấp cứu người bị nạn; Điều khiển xe đi vào đường cao tốc, trừ phương tiện phục vụ việc quản lý, bảo trì đường cao tốc; Không chấp hành yêu cầu kiểm tra về nồng độ cồn của người thi hành công vụ.)","các hành vi vi phạm quy định tại khoản 4 Điều 8 của Nghị định số 100/2019/NĐ-CP (Cụ thể: Điều khiển xe trên đường mà trong máu hoặc hơi thở có nồng độ cồn vượt quá 80 miligam/100 mililít máu hoặc vượt quá 0,4 miligam/1 lít khí thở; Gây tai nạn giao thông không dừng lại, không giữ nguyên hiện trường, bỏ trốn không đến trình báo với cơ quan có thẩm quyền, không tham gia cấp cứu người bị nạn; Điều khiển xe đi vào đường cao tốc, trừ phương tiện phục vụ việc quản lý, bảo trì đường cao tốc; Không chấp hành yêu cầu kiểm tra về nồng độ cồn của người thi hành công vụ.)",,,,,,,,,old_base,"[Văn bản: Nghị định số 100/2019/NĐ-CP - Điều 74 - Khoản 4 - Điểm d]
Điều 74. Phân định thẩm quyền xử phạt hành chính trong lĩnh vực giao thông đường bộ, đường sắt
4. Trưởng Công an cấp xã trong phạm vi chức năng, nhiệm vụ được giao có liên quan đến trật tự an toàn giao thông đường bộ, đường sắt có thẩm quyền xử phạt đối với các hành vi vi phạm quy định tại các điểm, khoản, điều của Nghị định này như sau:
d) Điểm c, điểm đ, điểm e, điểm g, điểm h, điểm k, điểm l, điểm m, điểm n, điểm o, điểm p, điểm q khoản 1; khoản 2; khoản 3; khoản 4 Điều 8;",
ND100_74_4_i_1337,Nghị định 100/2019/NĐ-CP,74,4,i,không xác định,,các hành vi vi phạm quy định tại Điều 18 của Nghị định số 100/2019/NĐ-CP,các hành vi vi phạm quy định tại Điều 18 của Nghị định số 100/2019/NĐ-CP,,,,,,,,,old_base,"[Văn bản: Nghị định số 100/2019/NĐ-CP - Điều 74 - Khoản 4 - Điểm i]
Điều 74. Phân định thẩm quyền xử phạt hành chính trong lĩnh vực giao thông đường bộ, đường sắt
4. Trưởng Công an cấp xã trong phạm vi chức năng, nhiệm vụ được giao có liên quan đến trật tự an toàn giao thông đường bộ, đường sắt có thẩm quyền xử phạt đối với các hành vi vi phạm quy định tại các điểm, khoản, điều của Nghị định này như sau:
i) Điều 18; khoản 1 Điều 20;",
ND100_74_4_i_1338,Nghị định 100/2019/NĐ-CP,74,4,i,không xác định,,các hành vi vi phạm quy định tại khoản 1 Điều 20 của Nghị định số 100/2019/NĐ-CP (Cụ thể: hành vi điều khiển xe không đáp ứng yêu cầu về vệ sinh lưu thông trong đô thị),các hành vi vi phạm quy định tại khoản 1 Điều 20 của Nghị định số 100/2019/NĐ-CP (Cụ thể: hành vi điều khiển xe không đáp ứng yêu cầu về vệ sinh lưu thông trong đô thị),,,,,,,,,old_base,"[Văn bản: Nghị định số 100/2019/NĐ-CP - Điều 74 - Khoản 4 - Điểm i]
Điều 74. Phân định thẩm quyền xử phạt hành chính trong lĩnh vực giao thông đường bộ, đường sắt
4. Trưởng Công an cấp xã trong phạm vi chức năng, nhiệm vụ được giao có liên quan đến trật tự an toàn giao thông đường bộ, đường sắt có thẩm quyền xử phạt đối với các hành vi vi phạm quy định tại các điểm, khoản, điều của Nghị định này như sau:
i) Điều 18; khoản 1 Điều 20;",
