violation_id,legal_doc,article,clause,point,vehicle_type,actor,behavior_canonical,behavior_raw,condition_text,fine_min,fine_max,fine_text,additional_penalty,penalty_duration,point_deduction,remedial_measure,effective_status,source_text,note,behavior_category
ND100_57_1_1149,Nghị định 100/2019/NĐ-CP,57,1,,máy kéo/xe máy chuyên dùng,"Doanh nghiệp kinh doanh đường sắt, chủ sở hữu đường sắt chuyên dùng","Không phát hiện, ngăn chặn, báo cáo kịp thời vi phạm kết nối tuyến đường sắt","không phát hiện hoặc không có biện pháp ngăn chặn, báo cáo kịp thời các vi phạm về kết nối tuyến đường sắt",,6000000,10000000,Phạt tiền từ 6.000.000 đồng đến 10.000.000 đồng,,,,,old_base,"[Văn bản: Nghị định số 100/2019/NĐ-CP - Điều 57 - Khoản 1]
Điều 57. Xử phạt các hành vi vi phạm quy định về kết nối các tuyến đường sắt
1. Phạt tiền từ 6.000.000 đồng đến 10.000.000 đồng đối với doanh nghiệp kinh doanh kết cấu hạ tầng đường sắt quốc gia, doanh nghiệp kinh doanh đường sắt đô thị, chủ sở hữu đường sắt chuyên dùng không phát hiện hoặc không có biện pháp ngăn chặn, báo cáo kịp thời các vi phạm về kết nối tuyến đường sắt.",,khác
ND100_69_2_b_1241,Nghị định 100/2019/NĐ-CP,69,2,b,máy kéo/xe máy chuyên dùng,"Tổ chức kinh doanh, khai thác kết cấu hạ tầng đường sắt","Không xây dựng quy trình, mẫu sổ, biện pháp chạy tàu theo quy định",Không thực hiện việc xây dựng Quy trình tác nghiệp của lái tàu và phụ lái tàu; không xây dựng mẫu sổ đăng ký phục vụ công tác chạy tàu và cấp cảnh báo; không quy định biện pháp chạy tàu tại điểm giao tiếp giữa đường sắt quốc gia với đường sắt chuyên dùng theo quy định.,,3000000,5000000,Phạt tiền từ 3.000.000 đồng đến 5.000.000 đồng,,,,,old_base,"[Văn bản: Nghị định số 100/2019/NĐ-CP - Điều 69 - Khoản 2 - Điểm b]
Điều 69. Xử phạt hành vi vi phạm quy định về xây dựng Quy trình chạy tàu và công tác dồn, Quy tắc quản lý kỹ thuật ga, niêm yết Bản trích lục Quy tắc quản lý kỹ thuật ga, trạm đường sắt
2. Phạt tiền từ 3.000.000 đồng đến 5.000.000 đồng đối với tổ chức được giao trực tiếp kinh doanh, khai thác kết cấu hạ tầng đường sắt quốc gia, đường sắt chuyên dùng thực hiện một trong các hành vi vi phạm sau đây:
b) Không thực hiện việc xây dựng Quy trình tác nghiệp của lái tàu và phụ lái tàu; không xây dựng mẫu sổ đăng ký phục vụ công tác ch",,giấy tờ/GPLX
ND168_8_1_a_0213,Nghị định 168/2024/NĐ-CP,8,1,a,máy kéo/xe máy chuyên dùng,Người điều khiển xe máy chuyên dùng,"Không chấp hành hiệu lệnh, chỉ dẫn của biển báo hiệu, vạch kẻ đường, trừ các hành vi vi phạm quy định tại điểm a, điểm b, điểm c, điểm đ khoản 2; điểm a, điểm d, điểm đ khoản 3; khoản 4; điểm a, điểm c khoản 5; điểm a, điểm b, điểm d, điểm đ, điểm e, điểm i khoản 6; điểm c, điểm d khoản 7; điểm a, điểm b khoản 8; điểm đ khoản 9 Điều 8 Nghị định số 168/2024/NĐ-CP (Cụ thể: Dừng xe, đỗ xe ở lòng đường trái quy định; dùng xe, đỗ xe trên đường dành riêng cho xe buýt, trên miệng cống thoát nước, miệng hầm của đường điện thoại, điện cao thế, chỗ dành riêng cho xe chữa cháy lấy nước, trên phần đường dành cho người đi bộ qua đường; rời vị trí lái, tắt máy khi dừng xe (trừ trường hợp rời khỏi vị trí lái để đóng, mở cửa xe, xếp dỡ hàng hóa, kiểm tra kỹ thuật xe); rời vị trí lái khi dừng xe nhưng không sử dụng phanh đỗ xe (hoặc thực hiện biện pháp an toàn khác); mở cửa xe, để cửa xe mở không bảo đảm an toàn; Đỗ, để xe ở vỉa hè trái phép; Chạy quá tốc độ quy định từ 05 km/h đến dưới 10 km/h; Điều khiển xe chạy dưới tốc độ tối thiểu trên đoạn đường bộ có quy định tốc độ tối thiểu cho phép.; Chạy quá tốc độ quy định từ 10 km/h đến 20 km/h; Không tuân thủ các quy định về dừng xe, đỗ xe tại nơi đường bộ giao nhau cùng mức với đường sắt; dừng xe, đỗ xe trong phạm vi bảo vệ công trình đường sắt, phạm vi an toàn của đường sắt;; Chạy xe trong hầm đường bộ không sử dụng đèn chiếu sáng gần; Quay đầu xe tại nơi đường bộ giao nhau cùng mức với đường sắt; quay đầu xe tại nơi đường hẹp, đường dốc, đoạn đường cong tầm nhìn bị che khuất, nơi có biển báo hiệu có nội dung cấm quay đầu đối với loại phương tiện đang điều khiển; điều khiển xe rẽ trái tại nơi có biển báo hiệu có nội dung cấm rẽ trái đối với loại phương tiện đang điều khiển; điều khiển xe rẽ phải tại nơi có biển báo hiệu có nội dung cấm rẽ phải đối với loại phương tiện đang điều khiển; Lùi xe ở đường một chiều, đường có biển “Cấm đi ngược chiều”, khu vực cấm dừng, trên phần đường dành cho người đi bộ qua đường, nơi đường bộ giao nhau, đường bộ giao nhau cùng mức với đường sắt, nơi tầm nhìn bị che khuất; lùi xe không quan sát hai bên và phía sau xe hoặc không có tín hiệu lùi xe.; Quay đầu xe ở phần đường dành cho người đi bộ qua đường, trên cầu, đầu cầu, ngầm, gầm cầu vượt; Lùi xe, quay đầu xe trong hầm đường bộ; Dừng xe, đỗ xe trong hầm đường bộ không đúng nơi quy định; không có báo hiệu bằng đèn khẩn cấp, không đặt biển cảnh báo “Chú ý xe đỗ” (hoặc đèn cảnh báo) về phía sau xe khoảng cách đảm bảo an toàn khi dừng xe, đỗ xe trong hầm đường bộ trong trường hợp gặp sự cố kỹ thuật hoặc bất khả kháng khác buộc phải dừng xe, đỗ xe; Chạy quá tốc độ quy định trên 20 km/h; Dừng xe, đỗ xe trên đường cao tốc không đúng nơi quy định; không có báo hiệu bằng đèn khẩn cấp khi gặp sự cố kỹ thuật hoặc bất khả kháng khác buộc phải dừng xe, đỗ xe ở làn dừng xe khẩn cấp trên đường cao tốc; không có báo hiệu bằng đèn khẩn cấp, không đặt biển cảnh báo “Chú ý xe đỗ” (hoặc đèn cảnh báo) về phía sau xe khoảng cách tối thiểu 150 mét khi gặp sự cố kỹ thuật hoặc bất khả kháng khác buộc phải dừng xe, đỗ xe trên một phần làn đường xe chạy trên đường cao tốc;; Không tuân thủ các quy định khi vào hoặc ra đường cao tốc; điều khiển xe chạy ở làn dừng xe khẩn cấp hoặc phần lề đường của đường cao tốc; không tuân thủ quy định về khoảng cách an toàn đối với xe chạy liền trước khi chạy trên đường cao tốc; Không giảm tốc độ (hoặc dừng lại) và nhường đường khi điều khiển xe đi từ đường không ưu tiên ra đường ưu tiên, từ đường nhánh ra đường chính.; Không chấp hành hiệu lệnh của đèn tín hiệu giao thông; Điều khiển xe máy chuyên dùng có tốc độ thiết kế nhỏ hơn tốc độ tối thiểu quy định đối với đường cao tốc đi vào đường cao tốc; Lùi xe trên đường cao tốc; đi ngược chiều trên đường cao tốc; quay đầu xe trên đường cao tốc)","Không chấp hành hiệu lệnh, chỉ dẫn của biển báo hiệu, vạch kẻ đường, trừ các hành vi vi phạm quy định tại điểm a, điểm b, điểm c, điểm đ khoản 2; điểm a, điểm d, điểm đ khoản 3; khoản 4; điểm a, điểm c khoản 5; điểm a, điểm b, điểm d, điểm đ, điểm e, điểm i khoản 6; điểm c, điểm d khoản 7; điểm a, điểm b khoản 8; điểm đ khoản 9 Điều 8 Nghị định số 168/2024/NĐ-CP (Cụ thể: Dừng xe, đỗ xe ở lòng đường trái quy định; dùng xe, đỗ xe trên đường dành riêng cho xe buýt, trên miệng cống thoát nước, miệng hầm của đường điện thoại, điện cao thế, chỗ dành riêng cho xe chữa cháy lấy nước, trên phần đường dành cho người đi bộ qua đường; rời vị trí lái, tắt máy khi dừng xe (trừ trường hợp rời khỏi vị trí lái để đóng, mở cửa xe, xếp dỡ hàng hóa, kiểm tra kỹ thuật xe); rời vị trí lái khi dừng xe nhưng không sử dụng phanh đỗ xe (hoặc thực hiện biện pháp an toàn khác); mở cửa xe, để cửa xe mở không bảo đảm an toàn; Đỗ, để xe ở vỉa hè trái phép; Chạy quá tốc độ quy định từ 05 km/h đến dưới 10 km/h; Điều khiển xe chạy dưới tốc độ tối thiểu trên đoạn đường bộ có quy định tốc độ tối thiểu cho phép.; Chạy quá tốc độ quy định từ 10 km/h đến 20 km/h; Không tuân thủ các quy định về dừng xe, đỗ xe tại nơi đường bộ giao nhau cùng mức với đường sắt; dừng xe, đỗ xe trong phạm vi bảo vệ công trình đường sắt, phạm vi an toàn của đường sắt;; Chạy xe trong hầm đường bộ không sử dụng đèn chiếu sáng gần; Quay đầu xe tại nơi đường bộ giao nhau cùng mức với đường sắt; quay đầu xe tại nơi đường hẹp, đường dốc, đoạn đường cong tầm nhìn bị che khuất, nơi có biển báo hiệu có nội dung cấm quay đầu đối với loại phương tiện đang điều khiển; điều khiển xe rẽ trái tại nơi có biển báo hiệu có nội dung cấm rẽ trái đối với loại phương tiện đang điều khiển; điều khiển xe rẽ phải tại nơi có biển báo hiệu có nội dung cấm rẽ phải đối với loại phương tiện đang điều khiển; Lùi xe ở đường một chiều, đường có biển “Cấm đi ngược chiều”, khu vực cấm dừng, trên phần đường dành cho người đi bộ qua đường, nơi đường bộ giao nhau, đường bộ giao nhau cùng mức với đường sắt, nơi tầm nhìn bị che khuất; lùi xe không quan sát hai bên và phía sau xe hoặc không có tín hiệu lùi xe.; Quay đầu xe ở phần đường dành cho người đi bộ qua đường, trên cầu, đầu cầu, ngầm, gầm cầu vượt; Lùi xe, quay đầu xe trong hầm đường bộ; Dừng xe, đỗ xe trong hầm đường bộ không đúng nơi quy định; không có báo hiệu bằng đèn khẩn cấp, không đặt biển cảnh báo “Chú ý xe đỗ” (hoặc đèn cảnh báo) về phía sau xe khoảng cách đảm bảo an toàn khi dừng xe, đỗ xe trong hầm đường bộ trong trường hợp gặp sự cố kỹ thuật hoặc bất khả kháng khác buộc phải dừng xe, đỗ xe; Chạy quá tốc độ quy định trên 20 km/h; Dừng xe, đỗ xe trên đường cao tốc không đúng nơi quy định; không có báo hiệu bằng đèn khẩn cấp khi gặp sự cố kỹ thuật hoặc bất khả kháng khác buộc phải dừng xe, đỗ xe ở làn dừng xe khẩn cấp trên đường cao tốc; không có báo hiệu bằng đèn khẩn cấp, không đặt biển cảnh báo “Chú ý xe đỗ” (hoặc đèn cảnh báo) về phía sau xe khoảng cách tối thiểu 150 mét khi gặp sự cố kỹ thuật hoặc bất khả kháng khác buộc phải dừng xe, đỗ xe trên một phần làn đường xe chạy trên đường cao tốc;; Không tuân thủ các quy định khi vào hoặc ra đường cao tốc; điều khiển xe chạy ở làn dừng xe khẩn cấp hoặc phần lề đường của đường cao tốc; không tuân thủ quy định về khoảng cách an toàn đối với xe chạy liền trước khi chạy trên đường cao tốc; Không giảm tốc độ (hoặc dừng lại) và nhường đường khi điều khiển xe đi từ đường không ưu tiên ra đường ưu tiên, từ đường nhánh ra đường chính.; Không chấp hành hiệu lệnh của đèn tín hiệu giao thông; Điều khiển xe máy chuyên dùng có tốc độ thiết kế nhỏ hơn tốc độ tối thiểu quy định đối với đường cao tốc đi vào đường cao tốc; Lùi xe trên đường cao tốc; đi ngược chiều trên đường cao tốc; quay đầu xe trên đường cao tốc)",,400000,600000,Phạt tiền từ 400.000 đồng đến 600.000 đồng,,,,,current,"[Văn bản: Nghị định số 168/2024/NĐ-CP - Điều 8 - Khoản 1 - Điểm a]
Điều 8. Xử phạt người điều khiển xe máy chuyên dùng vi phạm quy tắc giao thông đường bộ
1. Phạt tiền từ 400.000 đồng đến 600.000 đồng đối với người điều khiển xe thực hiện một trong các hành vi vi phạm sau đây:
a) Không chấp hành hiệu lệnh, chỉ dẫn của biển báo hiệu, vạch kẻ đường, trừ các hành vi vi phạm quy định tại điểm a, điểm b, điểm c, điểm đ khoản 2; điểm a, điểm d, điểm đ khoản 3; khoản 4; điểm a, điểm c khoản 5; điểm a, điểm b, điểm d, điểm đ, điểm e, điểm i khoản 6; điểm c, điểm d khoản 7; điểm a, điểm b khoản 8; điểm",,tốc độ
ND168_16_1_a_0415,Nghị định 168/2024/NĐ-CP,16,1,a,máy kéo/xe máy chuyên dùng,Người điều khiển xe máy chuyên dùng,Điều khiển xe không gắn biển số,Điều khiển xe không gắn biển số (đối với loại xe có quy định phải gắn biển số),,800000,1000000,Phạt tiền từ 800.000 đồng đến 1.000.000 đồng,,,,,current,"[Văn bản: Nghị định số 168/2024/NĐ-CP - Điều 16 - Khoản 1 - Điểm a]
Điều 16. Xử phạt người điều khiển xe máy chuyên dùng (kể cả rơ moóc được kéo theo) vi phạm quy định về điều kiện của phương tiện khi tham gia giao thông
1. Phạt tiền từ 800.000 đồng đến 1.000.000 đồng đối với một trong các hành vi vi phạm sau đây:
a) Điều khiển xe không gắn biển số (đối với loại xe có quy định phải gắn biển số);",,khác
ND168_17_2_a_0434,Nghị định 168/2024/NĐ-CP,17,2,a,máy kéo/xe máy chuyên dùng,"Người điều khiển xe ô tô, máy kéo và các loại xe tương tự","Chở hàng rời không che đậy, làm rơi vãi hoặc để nước chảy xuống đường","Chở đất đá, phế thải, hàng rời mà không có mui, bạt che đậy hoặc có mui, bạt che đậy nhưng vẫn để rơi vãi; làm rơi vãi hàng hóa trên đường bộ; chở hàng hoặc chất thải để nước chảy xuống mặt đường gây mất an toàn giao thông",,2000000,4000000,Phạt tiền từ 2.000.000 đồng đến 4.000.000 đồng,,,,,current,"[Văn bản: Nghị định số 168/2024/NĐ-CP - Điều 17 - Khoản 2 - Điểm a]
Điều 17. Xử phạt, trừ điểm giấy phép lái xe của người điều khiển xe ô tô, máy kéo và các loại xe tương tự xe ô tô vi phạm quy định về bảo vệ môi trường khi tham gia giao thông
2. Phạt tiền từ 2.000.000 đồng đến 4.000.000 đồng đối với một trong các hành vi vi phạm sau đây:
a) Chở đất đá, phế thải, hàng rời mà không có mui, bạt che đậy hoặc có mui, bạt che đậy nhưng vẫn để rơi vãi; làm rơi vãi hàng hóa trên đường bộ; chở hàng hoặc chất thải để nước chảy xuống mặt đường gây mất an toàn giao thông;",,chở hàng/chở người
ND168_32_7_a_0657,Nghị định 168/2024/NĐ-CP,32,7,a,máy kéo/xe máy chuyên dùng,Cá nhân là chủ phương tiện,"Tẩy xóa, sửa chữa hoặc giả mạo hồ sơ đăng ký xe","Tẩy xóa, sửa chữa hoặc giả mạo hồ sơ đăng ký xe nhưng chưa đến mức truy cứu trách nhiệm hình sự",chưa đến mức truy cứu trách nhiệm hình sự,4000000,6000000,Phạt tiền từ 4.000.000 đồng đến 6.000.000 đồng đối với cá nhân,,,,,current,"[Văn bản: Nghị định số 168/2024/NĐ-CP - Điều 32 - Khoản 7 - Điểm a]
Điều 32. Xử phạt, trừ điểm giấy phép lái xe đối với chủ phương tiện vi phạm quy định liên quan đến giao thông đường bộ
7. Phạt tiền từ 4.000.000 đồng đến 6.000.000 đồng đối với cá nhân, từ 8.000.000 đồng đến 12.000.000 đồng đối với tổ chức là chủ xe ô tô (kể cả rơ moóc và sơ mi rơ moóc), xe chở người bốn bánh có gắn động cơ, xe chở hàng bốn bánh có gắn động cơ, xe máy chuyên dùng và các loại xe tương tự xe ô tô thực hiện một trong các hành vi vi phạm sau đây:
a) Tẩy xóa, sửa chữa hoặc giả mạo hồ sơ đăng ký xe nhưng chưa đến mứ",,giấy tờ/GPLX
ND168_40_3_a_0864,Nghị định 168/2024/NĐ-CP,40,3,a,máy kéo/xe máy chuyên dùng,"Cơ sở thử nghiệm, chứng nhận xe cơ giới, xe máy chuyên dùng, phụ tùng","Không niêm yết công khai trình tự, thủ tục thử nghiệm, chứng nhận","Không thực hiện niêm yết công khai các trình tự, thủ tục thử nghiệm, chứng nhận theo quy định",,10000000,15000000,Phạt tiền từ 10.000.000 đồng đến 15.000.000 đồng,,,,,current,"[Văn bản: Nghị định số 168/2024/NĐ-CP - Điều 40 - Khoản 3 - Điểm a]
Điều 40. Xử phạt các hành vi vi phạm quy định về hoạt động đăng kiểm xe cơ giới, xe máy chuyên dùng, phụ tùng xe cơ giới
3. Phạt tiền từ 10.000.000 đồng đến 15.000.000 đồng đối với cơ sở thử nghiệm, chứng nhận xe cơ giới, xe máy chuyên dùng, phụ tùng xe cơ giới trong sản xuất, lắp ráp và nhập khẩu thực hiện một trong các hành vi vi phạm sau đây:
a) Không thực hiện niêm yết công khai các trình tự, thủ tục thử nghiệm, chứng nhận theo quy định;",,giấy tờ/GPLX
ND100_7_1_c_0182,Nghị định 100/2019/NĐ-CP,7,1,c,máy kéo/xe máy chuyên dùng,"Người điều khiển máy kéo, xe máy chuyên dùng","Chuyển hướng không nhường đường cho xe đi ngược chiều, người đi bộ, xe lăn của người khuyết tật","Chuyển hướng không nhường đường cho: Các xe đi ngược chiều; người đi bộ, xe lăn của người khuyết tật đang qua đường tại nơi không có vạch kẻ đường cho người đi bộ.",,100000,200000,Phạt tiền từ 100.000 đồng đến 200.000 đồng,,,,,old_base,"[Văn bản: Nghị định số 100/2019/NĐ-CP - Điều 7 - Khoản 1 - Điểm c]
Điều 7. Xử phạt người điều khiển máy kéo, xe máy chuyên dùng (sau đây gọi chung là xe) vi phạm quy tắc giao thông đường bộ
1. Phạt tiền từ 100.000 đồng đến 200.000 đồng đối với người điều khiển xe thực hiện một trong các hành vi vi phạm sau đây:
c) Chuyển hướng không nhường đường cho: Các xe đi ngược chiều; người đi bộ, xe lăn của người khuyết tật đang qua đường tại nơi không có vạch kẻ đường cho người đi bộ.",,tín hiệu/biển báo
ND100_19_1_a_0447,Nghị định 100/2019/NĐ-CP,19,1,a,máy kéo/xe máy chuyên dùng,"Người điều khiển máy kéo, xe máy chuyên dùng",Vi phạm quy định về biển số xe,"Điều khiển xe gắn biển số không đúng vị trí; gắn biển số không rõ chữ, số; gắn biển số bị bẻ cong, bị che lấp, bị hỏng; sơn, dán thêm làm thay đổi chữ, số hoặc thay đổi màu sắc của chữ, số, nền biển",,300000,400000,Phạt tiền từ 300.000 đồng đến 400.000 đồng,,,,,old_base,"[Văn bản: Nghị định số 100/2019/NĐ-CP - Điều 19 - Khoản 1 - Điểm a]
Điều 19. Xử phạt người điều khiển máy kéo (kể cả rơ moóc được kéo theo), xe máy chuyên dùng vi phạm quy định về điều kiện của phương tiện khi tham gia giao thông
1. Phạt tiền từ 300.000 đồng đến 400.000 đồng đối với một trong các hành vi vi phạm sau đây:
a) Điều khiển xe gắn biển số không đúng vị trí; gắn biển số không rõ chữ, số; gắn biển số bị bẻ cong, bị che lấp, bị hỏng; sơn, dán thêm làm thay đổi chữ, số hoặc thay đổi màu sắc của chữ, số, nền biển;",,khác
ND100_20_1_0463,Nghị định 100/2019/NĐ-CP,20,1,,máy kéo/xe máy chuyên dùng,"Người điều khiển xe ô tô, máy kéo và các loại xe tương tự",Điều khiển xe không đáp ứng yêu cầu về vệ sinh lưu thông trong đô thị,hành vi điều khiển xe không đáp ứng yêu cầu về vệ sinh lưu thông trong đô thị,,100000,200000,Phạt tiền từ 100.000 đồng đến 200.000 đồng,,,,,old_base,"[Văn bản: Nghị định số 100/2019/NĐ-CP - Điều 20 - Khoản 1]
Điều 20. Xử phạt người điều khiển xe ô tô, máy kéo và các loại xe tương tự xe ô tô vi phạm quy định về bảo vệ môi trường khi tham gia giao thông
1. Phạt tiền từ 100.000 đồng đến 200.000 đồng đối với hành vi điều khiển xe không đáp ứng yêu cầu về vệ sinh lưu thông trong đô thị.",,khác
ND100_21_4_b_0478,Nghị định 100/2019/NĐ-CP,21,4,b,máy kéo/xe máy chuyên dùng,"Người điều khiển xe ô tô, máy kéo và các loại xe tương tự",Không có hoặc không mang theo Giấy chứng nhận bảo hiểm TNDS của chủ xe cơ giới còn hiệu lực,không có hoặc không mang theo Giấy chứng nhận bảo hiểm trách nhiệm dân sự của chủ xe cơ giới còn hiệu lực,,400000,600000,Phạt tiền từ 400.000 đồng đến 600.000 đồng,,,,,old_base,"[Văn bản: Nghị định số 100/2019/NĐ-CP - Điều 21 - Khoản 4 - Điểm b]
Điều 21. Xử phạt các hành vi vi phạm quy định về điều kiện của người điều khiển xe cơ giới
4. Phạt tiền từ 400.000 đồng đến 600.000 đồng đối với một trong các hành vi vi phạm sau đây:
b) Người điều khiển xe ô tô, máy kéo và các loại xe tương tự xe ô tô không có hoặc không mang theo Giấy chứng nhận bảo hiểm trách nhiệm dân sự của chủ xe cơ giới còn hiệu lực;",,giấy tờ/GPLX
ND100_22_1_d_0498,Nghị định 100/2019/NĐ-CP,22,1,d,máy kéo/xe máy chuyên dùng,Người điều khiển xe máy chuyên dùng,Không mang theo Giấy chứng nhận an toàn kỹ thuật và bảo vệ môi trường,Người điều khiển xe máy chuyên dùng không mang theo Giấy chứng nhận an toàn kỹ thuật và bảo vệ môi trường (đối với loại xe có quy định phải kiểm định).,đối với loại xe có quy định phải kiểm định,100000,200000,Phạt tiền từ 100.000 đồng đến 200.000 đồng,,,,,old_base,"[Văn bản: Nghị định số 100/2019/NĐ-CP - Điều 22 - Khoản 1 - Điểm d]
Điều 22. Xử phạt các hành vi vi phạm quy định về điều kiện của người điều khiển xe máy chuyên dùng
1. Phạt tiền từ 100.000 đồng đến 200.000 đồng đối với một trong các hành vi vi phạm sau đây:
d) Người điều khiển xe máy chuyên dùng không mang theo Giấy chứng nhận an toàn kỹ thuật và bảo vệ môi trường (đối với loại xe có quy định phải kiểm định).",,giấy tờ/GPLX
ND100_24_1_b_0555,Nghị định 100/2019/NĐ-CP,24,1,b,máy kéo/xe máy chuyên dùng,"Người điều khiển xe ô tô tải, máy kéo và các loại xe tương tự",Xếp hàng trên nóc buồng lái hoặc làm lệch xe,"Điều khiển xe xếp hàng trên nóc buồng lái, xếp hàng làm lệch xe",,600000,800000,Phạt tiền từ 600.000 đồng đến 800.000 đồng,,,,,old_base,"[Văn bản: Nghị định số 100/2019/NĐ-CP - Điều 24 - Khoản 1 - Điểm b]
Điều 24. Xử phạt người điều khiển xe ô tô tải, máy kéo (bao gồm cả rơ moóc hoặc sơ mi rơ moóc được kéo theo) và các loại xe tương tự xe ô tô vận chuyển hàng hóa vi phạm quy định về vận tải đường bộ
1. Phạt tiền từ 600.000 đồng đến 800.000 đồng đối với một trong các hành vi vi phạm sau đây:
b) Điều khiển xe xếp hàng trên nóc buồng lái, xếp hàng làm lệch xe;",,khác
ND100_30_7_d_0714,Nghị định 100/2019/NĐ-CP,30,7,d,máy kéo/xe máy chuyên dùng,Cá nhân là chủ phương tiện,Không làm thủ tục đổi lại Giấy đăng ký xe theo quy định,Không làm thủ tục đổi lại Giấy đăng ký xe theo quy định khi xe đã được cải tạo hoặc khi thay đổi địa chỉ của chủ xe,khi xe đã được cải tạo | khi thay đổi địa chỉ của chủ xe,2000000,4000000,Phạt tiền từ 2.000.000 đồng đến 4.000.000 đồng đối với cá nhân,,,,,old_base,"[Văn bản: Nghị định số 100/2019/NĐ-CP - Điều 30 - Khoản 7 - Điểm d]
Điều 30. Xử phạt chủ phương tiện vi phạm quy định liên quan đến giao thông đường bộ
7. Phạt tiền từ 2.000.000 đồng đến 4.000.000 đồng đối với cá nhân, từ 4.000.000 đồng đến 8.000.000 đồng đối với tổ chức là chủ xe ô tô, máy kéo, xe máy chuyên dùng và các loại xe tương tự xe ô tô thực hiện một trong các hành vi vi phạm sau đây:
d) Không làm thủ tục đổi lại Giấy đăng ký xe theo quy định khi xe đã được cải tạo hoặc khi thay đổi địa chỉ của chủ xe;",,giấy tờ/GPLX
ND100_39_2_b_0907,Nghị định 100/2019/NĐ-CP,39,2,b,máy kéo/xe máy chuyên dùng,"Doanh nghiệp kinh doanh/quản lý hạ tầng đường sắt, chủ sở hữu đường sắt chuyên dùng","Không tổ chức kết nối tín hiệu đường sắt, đường bộ tại cầu chung","Không tổ chức kết nối tín hiệu đường sắt, đường bộ tại khu vực cầu chung do doanh nghiệp quản lý theo quy định.",,6000000,8000000,Phạt tiền từ 6.000.000 đồng đến 8.000.000 đồng,,,,,old_base,"[Văn bản: Nghị định số 100/2019/NĐ-CP - Điều 39 - Khoản 2 - Điểm b]
Điều 39. Xử phạt các hành vi vi phạm quy định về lắp đặt hệ thống báo hiệu, thiết bị tại đường ngang, cầu chung; kết nối tín hiệu đèn giao thông đường bộ với tín hiệu đèn báo hiệu trên đường bộ tại đường ngang, cầu chung; cung cấp thông tin hỗ trợ cảnh giới tại các điểm giao cắt giữa đường bộ và đường sắt
2. Phạt tiền từ 6.000.000 đồng đến 8.000.000 đồng đối với doanh nghiệp kinh doanh kết cấu hạ tầng đường sắt quốc gia, tổ chức được giao quản lý, bảo trì kết cấu hạ tầng đường sắt quốc gia, chủ sở hữu đường sắt chuyên dùng có ",,tín hiệu/biển báo
ND100_47_6_0993,Nghị định 100/2019/NĐ-CP,47,6,,máy kéo/xe máy chuyên dùng,"Người điều khiển xe ô tô, xe tương tự, máy kéo, xe máy chuyên dùng","Không chấp hành hiệu lệnh, chỉ dẫn khi đi qua đường ngang, cầu chung","không chấp hành hiệu lệnh, chỉ dẫn của biển báo hiệu, vạch kẻ đường khi đi qua đường ngang, cầu chung",,800000,1000000,Phạt tiền từ 800.000 đồng đến 1.000.000 đồng,,,,,old_base,"[Văn bản: Nghị định số 100/2019/NĐ-CP - Điều 47 - Khoản 6]
Điều 47. Xử phạt các hành vi vi phạm quy định về quy tắc giao thông tại đường ngang, cầu chung, hầm đường sắt
6. Phạt tiền từ 800.000 đồng đến 1.000.000 đồng đối với người điều khiển xe ô tô, các loại xe tương tự xe ô tô, máy kéo, xe máy chuyên dùng dừng xe, đỗ xe quay đầu xe trong phạm vi an toàn đường ngang, cầu chung; không chấp hành hiệu lệnh, chỉ dẫn của biển báo hiệu, vạch kẻ đường khi đi qua đường ngang, cầu chung.",,tín hiệu/biển báo
ND100_48_6_c_1019,Nghị định 100/2019/NĐ-CP,48,6,c,máy kéo/xe máy chuyên dùng,Doanh nghiệp kinh doanh đường sắt,"Không quy định trách nhiệm và công bố thông tin giải quyết sự cố, tai nạn giao thông đường sắt","Không quy định trách nhiệm của các đơn vị tham gia hoạt động trên đường sắt quốc gia trong việc giải quyết các vụ sự cố, tai nạn giao thông đường sắt, không công bố công khai địa chỉ, số điện thoại của các tổ chức, cá nhân có liên quan để phục vụ công tác xử lý sự cố, tai nạn giao thông đường sắt theo quy định.",,8000000,12000000,Phạt tiền từ 8.000.000 đồng đến 12.000.000 đồng,,,,,old_base,"[Văn bản: Nghị định số 100/2019/NĐ-CP - Điều 48 - Khoản 6 - Điểm c]
Điều 48. Xử phạt các hành vi vi phạm quy định về phòng, chống thiên tai và giải quyết sự cố, tai nạn giao thông đường sắt
6. Phạt tiền từ 8.000.000 đồng đến 12.000.000 đồng đối với doanh nghiệp kinh doanh kết cấu hạ tầng đường sắt quốc gia, doanh nghiệp kinh doanh đường sắt đô thị, doanh nghiệp kinh doanh đường sắt chuyên dùng thực hiện một trong các hành vi vi phạm sau đây:
c) Không quy định trách nhiệm của các đơn vị tham gia hoạt động trên đường sắt quốc gia trong việc giải quyết các vụ sự cố, tai nạn giao thông đường sắt, ",,khác
